runId	mainClass	args	outputDir	dependsOn	block
pricing-n060-set03-m2-family-base-n1-wnarrow-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m2-family-base-n1-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m2.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-base-n1-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-base-n1-wnarrow-time_indexed_sri	seed-n060-set03-m2-family-base-n1-wnarrow	pricing-comparison
seed-n060-set03-m3-family-base-n1-wnarrow	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m3-family-base-n1-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-base-n1-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m3-family-base-n1-wnarrow" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m3-family-base-n1-wnarrow		seed
pricing-n060-set03-m3-family-base-n1-wnarrow-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-base-n1-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wnarrow-ng_dssr	seed-n060-set03-m3-family-base-n1-wnarrow	pricing-comparison
pricing-n060-set03-m3-family-base-n1-wnarrow-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-base-n1-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wnarrow-time_indexed	seed-n060-set03-m3-family-base-n1-wnarrow	pricing-comparison
pricing-n060-set03-m3-family-base-n1-wnarrow-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-base-n1-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wnarrow-time_indexed_sri	seed-n060-set03-m3-family-base-n1-wnarrow	pricing-comparison
seed-n060-set03-m4-family-base-n1-wnarrow	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m4-family-base-n1-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-base-n1-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m4-family-base-n1-wnarrow" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m4-family-base-n1-wnarrow		seed
pricing-n060-set03-m4-family-base-n1-wnarrow-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-base-n1-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wnarrow-ng_dssr	seed-n060-set03-m4-family-base-n1-wnarrow	pricing-comparison
pricing-n060-set03-m4-family-base-n1-wnarrow-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-base-n1-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wnarrow-time_indexed	seed-n060-set03-m4-family-base-n1-wnarrow	pricing-comparison
pricing-n060-set03-m4-family-base-n1-wnarrow-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-base-n1-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/narrow/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-base-n1-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wnarrow-time_indexed_sri	seed-n060-set03-m4-family-base-n1-wnarrow	pricing-comparison
seed-n060-set03-m2-family-base-n1-wwide	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m2-family-base-n1-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m2.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-base-n1-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m2-family-base-n1-wwide" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m2-family-base-n1-wwide		seed
pricing-n060-set03-m2-family-base-n1-wwide-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m2-family-base-n1-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m2.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-base-n1-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-base-n1-wwide-ng_dssr	seed-n060-set03-m2-family-base-n1-wwide	pricing-comparison
pricing-n060-set03-m2-family-base-n1-wwide-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m2-family-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m2.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-base-n1-wwide-time_indexed	seed-n060-set03-m2-family-base-n1-wwide	pricing-comparison
pricing-n060-set03-m2-family-base-n1-wwide-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m2-family-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m2.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-base-n1-wwide-time_indexed_sri	seed-n060-set03-m2-family-base-n1-wwide	pricing-comparison
seed-n060-set03-m3-family-base-n1-wwide	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m3-family-base-n1-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-base-n1-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m3-family-base-n1-wwide" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m3-family-base-n1-wwide		seed
pricing-n060-set03-m3-family-base-n1-wwide-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-base-n1-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wwide-ng_dssr	seed-n060-set03-m3-family-base-n1-wwide	pricing-comparison
pricing-n060-set03-m3-family-base-n1-wwide-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wwide-time_indexed	seed-n060-set03-m3-family-base-n1-wwide	pricing-comparison
pricing-n060-set03-m3-family-base-n1-wwide-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-base-n1-wwide-time_indexed_sri	seed-n060-set03-m3-family-base-n1-wwide	pricing-comparison
seed-n060-set03-m4-family-base-n1-wwide	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m4-family-base-n1-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-base-n1-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m4-family-base-n1-wwide" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m4-family-base-n1-wwide		seed
pricing-n060-set03-m4-family-base-n1-wwide-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-base-n1-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wwide-ng_dssr	seed-n060-set03-m4-family-base-n1-wwide	pricing-comparison
pricing-n060-set03-m4-family-base-n1-wwide-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wwide-time_indexed	seed-n060-set03-m4-family-base-n1-wwide	pricing-comparison
pricing-n060-set03-m4-family-base-n1-wwide-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base/wide/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-base-n1-wwide.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-base-n1-wwide-time_indexed_sri	seed-n060-set03-m4-family-base-n1-wwide	pricing-comparison
seed-n060-set03-m2-family-medium-n10-wzero	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m2-family-medium-n10-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m2.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-medium-n10-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m2-family-medium-n10-wzero" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m2-family-medium-n10-wzero		seed
pricing-n060-set03-m2-family-medium-n10-wzero-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m2-family-medium-n10-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m2.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-medium-n10-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-medium-n10-wzero-ng_dssr	seed-n060-set03-m2-family-medium-n10-wzero	pricing-comparison
pricing-n060-set03-m2-family-medium-n10-wzero-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m2-family-medium-n10-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m2.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-medium-n10-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-medium-n10-wzero-time_indexed	seed-n060-set03-m2-family-medium-n10-wzero	pricing-comparison
pricing-n060-set03-m2-family-medium-n10-wzero-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m2-family-medium-n10-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m2.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-medium-n10-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-medium-n10-wzero-time_indexed_sri	seed-n060-set03-m2-family-medium-n10-wzero	pricing-comparison
seed-n060-set03-m3-family-medium-n10-wzero	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m3-family-medium-n10-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-medium-n10-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m3-family-medium-n10-wzero" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m3-family-medium-n10-wzero		seed
pricing-n060-set03-m3-family-medium-n10-wzero-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-medium-n10-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-medium-n10-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-medium-n10-wzero-ng_dssr	seed-n060-set03-m3-family-medium-n10-wzero	pricing-comparison
pricing-n060-set03-m3-family-medium-n10-wzero-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-medium-n10-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-medium-n10-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-medium-n10-wzero-time_indexed	seed-n060-set03-m3-family-medium-n10-wzero	pricing-comparison
pricing-n060-set03-m3-family-medium-n10-wzero-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m3-family-medium-n10-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-medium-n10-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m3-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m3-family-medium-n10-wzero-time_indexed_sri	seed-n060-set03-m3-family-medium-n10-wzero	pricing-comparison
seed-n060-set03-m4-family-medium-n10-wzero	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m4-family-medium-n10-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-medium-n10-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m4-family-medium-n10-wzero" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m4-family-medium-n10-wzero		seed
pricing-n060-set03-m4-family-medium-n10-wzero-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-medium-n10-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-medium-n10-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-medium-n10-wzero-ng_dssr	seed-n060-set03-m4-family-medium-n10-wzero	pricing-comparison
pricing-n060-set03-m4-family-medium-n10-wzero-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-medium-n10-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-medium-n10-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-medium-n10-wzero-time_indexed	seed-n060-set03-m4-family-medium-n10-wzero	pricing-comparison
pricing-n060-set03-m4-family-medium-n10-wzero-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m4-family-medium-n10-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/zero/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-medium-n10-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m4-family-medium-n10-wzero.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m4-family-medium-n10-wzero-time_indexed_sri	seed-n060-set03-m4-family-medium-n10-wzero	pricing-comparison
seed-n060-set03-m2-family-medium-n10-wnarrow	HEU.FormalExperimentRunner	--action="seed" --runId="seed-n060-set03-m2-family-medium-n10-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/narrow/m2.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-medium-n10-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m2-family-medium-n10-wnarrow" --outsourcingModel="none" --outsourcingData=""	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set03-m2-family-medium-n10-wnarrow		seed
pricing-n060-set03-m2-family-medium-n10-wnarrow-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set03-m2-family-medium-n10-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-heterogeneous/narrow/m2.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-medium-n10-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set03-m2-family-medium-n10-wnarrow.seed" --outsourcingModel="none" --outsourcingData="" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set03-m2-family-medium-n10-wnarrow-ng_dssr	seed-n060-set03-m2-family-medium-n10-wnarrow	pricing-comparison
